1,2,8
1,2,0
1,14,0
1,14,0
1,14,4
1,21,8
1,21,0
1,53,8
1,68,10
1,68,0
1,56,10
1,56,0
1,77,10
1,77,0
5,93,10
4,136,10
4,89,10
4,86,8
4,93,8
5,68,10
5,66,6
5,260,8
5,86,8
5,266,10
5,267,6
5,264,8
5,272,8
5,1,10
5,280,10
5,279,8
6,279,8
6,285,10
6,281,8
6,49,10
6,244,8
6,274,10
6,273,8
4,274,10
4,49,8
6,1,8
4,298,10
4,298,0
